职位	薪资	工作经验	学历要求
数据分析师 — 风险评估方向	1-2万/月	3-4年经验	本科
测试开发工程师-企业应用	2.5-4.5万/月	在校生/应届生	本科
西瓜视频推荐算法工程师	2-4万/月	2年经验	本科
服务端技术负责人-视频架构	4-6万/月	3-4年经验	本科
服务端(资深)架构师 - 视频架构	4-6万/月	3-4年经验	本科
商业化高级后端研发工程师 - 内容营销方向	2.5-5万/月	3-4年经验	本科
后台研发(高级)工程师 - 实验评估方向	3-5万/月	在校生/应届生	本科
后端研发工程师 — 国际化方向	2-4万/月	3-4年经验	本科
平台业务架构师	3-5万/月	3-4年经验	本科
安全策略产品经理	2-4万/月	3-4年经验	本科
音效处理算法工程师 - 抖音短视频	2.5-5万/月	3-4年经验	本科
后台开发实习生	8-9千/月	在校生/应届生	本科
测试开发工程师	1.5-3万/月	2年经验	本科
后端开发工程师	2-4万/月	3-4年经验	本科
后台研发高级工程师 - 懂车帝	2.5-4.5万/月	3-4年经验	本科
服务端研发（高级）工程师 — 皮皮虾	2.5-5万/月	3-4年经验	本科
数据分析师 - 增长方向	1-2万/月	2年经验	本科
后端研发工程师 - Growth方向	2-4万/月	3-4年经验	本科
基础架构工程师（性能优化） - 抖音/火山	2.5-5万/月	2年经验	本科
系统稳定性工程师 - 抖音/火山	2.5-5万/月	2年经验	本科
系统稳定性资深工程师 - 抖音/火山	2.5-5万/月	3-4年经验	本科
DevOps研发工程师 - 抖音/火山	2.5-5万/月	2年经验	本科
商业产品实习生	4-5千/月	在校生/应届生	本科
视频架构SRE(高级)工程师	2.5-5万/月	3-4年经验	本科
基础架构(高级)研发工程师 - 函数计算	2.5-5万/月	3-4年经验	本科
基础架构(高级)研发工程师 - 视频云	2.5-5万/月	3-4年经验	本科
基础架构(高级)研发工程师 - 视频架构	2.5-5万/月	3-4年经验	本科
后端开发工程师-直播/实时通信	2.5-5万/月	3-4年经验	本科
流媒体开发工程师	2.5-5万/月	3-4年经验	本科
算法工程师	2-4万/月	3-4年经验	本科
前端开发高级工程师	2-4万/月	3-4年经验	本科
全栈工程师 - 抖音/火山	2.5-5万/月	3-4年经验	本科
DBA工程师-企业应用	2-3万/月	3-4年经验	本科
后端开发工程师 - NLP算法平台	2-4万/月	2年经验	本科
NLP算法平台工程师	2-4万/月	2年经验	本科
大数据工程师	2-4万/月	2年经验	本科
大数据平台工程师	2-4万/月	2年经验	本科
高级后端研发工程师	2-4万/月	2年经验	本科
后台开发工程师	2-4万/月	3-4年经验	本科
服务端开发工程师 — 教育	2-4万/月	3-4年经验	本科
AML机器学习平台架构工程师	2.5-5万/月	3-4年经验	本科
AML机器学习平台研发工程师	2.5-5万/月	3-4年经验	本科
AML机器学习平台SRE工程师	2.5-5万/月	3-4年经验	本科
高级服务端开发工程师	2-4万/月	3-4年经验	本科
后端开发工程师 - 商业变现	2.5-5万/月	3-4年经验	本科
高级运维研发工程师	2-4万/月	2年经验	本科
算法高级工程师	2-4万/月	3-4年经验	本科
测试开发工程师 — 抖音/火山	2-4万/月	3-4年经验	本科
机器学习/数据挖掘高级工程师 - 抖音/火山	2.5-4.5万/月	3-4年经验	本科
服务器端开发(高级/资深)工程师 - 抖音/火山	2.5-4.5万/月	3-4年经验	本科
增长策略产品经理	1.5-3万/月	2年经验	本科
测试开发高级工程师	1.8-3.6万/月	3-4年经验	本科
BI工程师	1.5-3万/月	3-4年经验	本科
高级后端研发工程师 - 风控方向	2.5-5万/月	3-4年经验	本科
后台开发工程师 - 国际化社区	2-4万/月	2年经验	本科
算法工程师	1.8-3.6万/月	2年经验	本科
大数据开发工程师	1.8-3.6万/月	2年经验	本科
后台开发高级工程师	2-4万/月	3-4年经验	本科
后台开发工程师	1.8-3.6万/月	2年经验	本科
（外包）测试工程师 — 广告业务	1.3-1.8万/月	3-4年经验	本科
高级运维工程师 - 系统运维	2-4万/月	3-4年经验	本科
文本分析与数据挖掘工程师 - 国际化	2-4万/月	3-4年经验	本科
风控策略	2.5-4.5万/月	3-4年经验	本科
NLP算法工程师 - 国际化	2.5-5万/月	2年经验	本科
推荐算法高级工程师 - 国际化	2-4万/月	2年经验	本科
UG-Tech-高级算法工程师 - 国际化	2.5-5万/月	2年经验	硕士
算法实习生	6-8千/月	在校生/应届生	本科
资深数据研发工程师	3.5-6万/月	3-4年经验	本科
数据研发工程师	2-4万/月	3-4年经验	本科
服务端研发（高级）工程师 — 教育	2.5-5万/月	3-4年经验	本科
数据分析师	1.5-3万/月	2年经验	本科
数据分析师	1.5-3万/月	2年经验	本科
机器学习/数据挖掘高级工程师 - 互娱	2.5-4.5万/月	3-4年经验	本科
数据仓库研发负责人	2.5-5万/月	2年经验	本科
流媒体服务器高级开发工程师	2-4万/月	3-4年经验	本科
音视频实时通信专家	2-4万/月	3-4年经验	本科
基础架构工程师 - 视频云平台	2-4万/月	3-4年经验	本科
视频算法工程师	2-4万/月	3-4年经验	本科
基础架构研发工程师 - 视频架构	2-4万/月	3-4年经验	本科
高级后台研发工程师 — 网盟	2.5-5万/月	3-4年经验	本科
高级广告研发工程师 — 网盟	2.5-5万/月	3-4年经验	本科
投放策略研发工程师 - 网盟	2.5-5万/月	2年经验	本科
高级投放策略研发工程师	2.5-5万/月	3-4年经验	本科
高级网络研发工程师	2-4万/月	2年经验	本科
高级/资深后端研发工程师 - Data&AILab	2.5-5万/月	3-4年经验	本科
后端业务负责人	2.5-5万/月	3-4年经验	本科
高级前端开发工程师	1.8-3.5万/月	3-4年经验	本科
高级前端研发专家	2-4万/月	3-4年经验	本科
高级算法工程师	2.5-5万/月	3-4年经验	本科
推荐算法工程师	2.5-5万/月	3-4年经验	本科
推荐算法专家	2.5-5万/月	3-4年经验	本科
后端研发架构师	3-5万/月	3-4年经验	本科
高级SDN控制器研发工程师	2.5-5万/月	3-4年经验	本科
后端研发实习生	6-8千/月	在校生/应届生	本科
高级运维开发系统工程师	2-4万/月	2年经验	本科
数据工程师 - 用户行为分析	1.5-3万/月	2年经验	本科
高级网络系统工程师	2-4万/月	2年经验	本科
后端开发（高级）工程师	2-4万/月	2年经验	本科
数据仓库开发（高级）工程师	2-4万/月	2年经验	本科
网络平台研发工程师	2-4万/月	2年经验	本科
服务器端研发工程师	2.5-5万/月	3-4年经验	本科
高级网络平台研发工程师	2.5-5万/月	3-4年经验	本科
高级系统工程师	2-4万/月	2年经验	本科
测试工程师-外包（初级、中级、高级）	1-2万/月	在校生/应届生	本科
游戏数据分析师	1.5-3万/月	3-4年经验	本科
音效处理算法工程师	2.5-5万/月	3-4年经验	本科
前端开发工程师	2.5-5万/月	2年经验	本科
NLP算法工程师 - 国际化	2.5-5万/月	2年经验	本科
数据仓库开发工程师	2.5-5万/月	3-4年经验	本科
web前端高级工程师	2.5-5万/月	2年经验	本科
ToB高级算法工程师	2.6-5.2万/月	3-4年经验	本科
业务中台服务端工程师	2.5-5万/月	3-4年经验	本科
资深后台研发工程师 — IM方向	2.5-5万/月	3-4年经验	本科
数据分析师	1.5-3万/月	2年经验	本科
前端研发工程师 — 广告系统	2-4万/月	3-4年经验	本科
大数据挖掘技术专家 - 核心广告系统	3.8-6.5万/月	3-4年经验	本科
广告数据仓库工程师 — 核心广告系统	2.5-5万/月	3-4年经验	本科
大数据平台高级工程师-平台产品方向	3-4万/月	2年经验	本科
大数据平台高级工程师-数据仓库方向	3-4万/月	2年经验	本科
（高级）算法工程师-直播短视频业务	3-4万/月	3-4年经验	本科
web前端高级工程师-数据平台方向	3-4万/月	2年经验	本科
高级后台研发工程师 — 效率工程	2.5-4万/月	3-4年经验	本科
（高级）测试开发工程师-平台方向	2-2.5万/月	3-4年经验	本科
测试开发实习生	4-7千/月	在校生/应届生	本科
数据分析师（偏商业）	2-4万/月	3-4年经验	本科
CDN开发工程师--3495	1.8-2.5万/月	3-4年经验	本科
资深测试开发工程师--2905	2.5-4.5万/月	3-4年经验	本科
NLP算法工程师（广告）--2904	3.5-5万/月	3-4年经验	本科
技术经理	2.5-4.5万/月	5-7年经验	本科
公有云解决方案架构师（北京）	1.5-3万/月	3-4年经验	本科
软件实施工程师（北京）	1-1.5万/月	1年经验	本科
数据分析师	1-1.5万/月	3-4年经验	本科
高级数据平台工程师	1.8-3万/月	5-7年经验	本科
机器人测试工程师	1-1.5万/月	3-4年经验	本科
质量管理中心-数据分析高级/主任工程师(J15467)	1.5-2.5万/月	5-7年经验	本科
软件工程师	1.5-2万/月	2年经验	本科
技术支持工程师	0.9-1万/月	1年经验	大专
Java开发工程师	1.2-1.6万/月	3-4年经验	本科
中级APP测试工程师	0.9-1.1万/月	3-4年经验	大专
量化研究员G00113	1-1.2万/月	1年经验	硕士
实习生-00201	2-3千/月	在校生/应届生	本科
实习生-002	2-3千/月	在校生/应届生	本科
GIS测试工程师	1.2-1.3万/月	2年经验	本科
Linux运维工程师	2.5-3万/月	5-7年经验	大专
图像处理算法讲师	4-6.5万/月	3-4年经验	硕士
Django讲师	1.5-2万/月	3-4年经验	本科
机器学习算法讲师	3-5万/月	1年经验	硕士
资深测试工程师	1.5-3.5万/月	5-7年经验	本科
软件工程师	1-1.5万/月	3-4年经验	大专
运维工程师	1-1.5万/月	3-4年经验	大专
Digital Verfication engineer	1-2万/月	1年经验	硕士
Android 手机平台通信软件工程师	1.5-3.5万/月	3-4年经验	本科
高级DFT工程师	30-60万/年	3-4年经验	硕士
试验环境开发工程师	1.5-2.5万/月	3-4年经验	本科
软件测试工程师	1.1-1.3万/月	3-4年经验	本科
大数据开发工程师	1.1-1.3万/月	3-4年经验	本科
大数据运维工程师	1-1.5万/月	3-4年经验	大专
PE工程师（Contractor）	1.5-2.5万/月	3-4年经验	硕士
项目运维工程师	1-1.5万/月	2年经验	本科
运维工程师	1-2万/月	无需经验	大专
级运维工程师	1.5-3万/月	无需经验	大专
数据中台架构师	2-4万/月	无需经验	大专
高级测试工程师	2-4万/月	无需经验	本科
高薪聘请留学生专业课程顾问	3-4万/月	在校生/应届生	硕士
留学生英文写手	3-4万/月	在校生/应届生	本科
大数据开发工程师	0.8-1.5万/月	3-4年经验	本科
软件测试工程师	0.6-1.2万/月	3-4年经验	本科
大数据资深工程师	1.2-1.8万/月	5-7年经验	本科
大数据研发工程师	0.8-1.5万/月	3-4年经验	本科
中级数据分析师	1-2万/月	1年经验	本科
高级测试工程师	1.5-2万/月	3-4年经验	本科
资产负债产品经理	1-3万/月	3-4年经验	本科
运维工程师	0.8-1万/月	3-4年经验	本科
编程教学老师（直播教学）	0.9-1.5万/月	1年经验	本科
生物信息研究员（大数据） (MJ000178)	1-2万/月	1年经验	硕士
生物信息流程开发	0.8-1.2万/月	3-4年经验	本科
DTC生信分析主管 (MJ000194)	1-1.5万/月	2年经验	硕士
高级生物信息开发工程师3985	1-1.5万/月	3-4年经验	本科
管培生（生信方向）4002	1-1.5万/月	无需经验	硕士
中/高级生物信息工程师4009	1-2万/月	2年经验	硕士
生物信息研究员3619	1-2万/月	3-4年经验	硕士
生物信息工程师（产前临检方向）3606	1-2万/月	2年经验	硕士
AI岗（校招岗位）	10-20万/年	在校生/应届生	本科
系统运维岗（校招岗位）	10-20万/年	在校生/应届生	本科
数据挖掘工程师	35-44万/年	3-4年经验	本科
高级算法工程师	24-30万/年	3-4年经验	本科
欧美外企-日英线上维护专员	0.7-1万/月	2年经验	本科
知名500强外企—日英双语技术支持	0.8-1万/月	2年经验	本科
欧美外企-日英网页编辑专员	6-9千/月	2年经验	本科
高级网络工程师	1-1.8万/月	3-4年经验	本科
几何算法开发工程师（三维CAD）（工程事业部）	0.8-2万/月	1年经验	本科
前端开发工程师（调度中心）	1-1.5万/月	2年经验	本科
算法工程师（北斗研发中心）	1-2万/月	3-4年经验	硕士
Java高级工程师(北斗研发中心)	1.2-2.5万/月	3-4年经验	本科
科研人员（安全）	1-1.5万/月	2年经验	硕士
（机电）铁路客运信息化科研人员	6-8千/月	2年经验	本科
基础软件工程师（adas）	1-2万/月	2年经验	本科
系统测试工程师	1-2万/月	3-4年经验	本科
推荐算法工程师	2.5-5万/月	2年经验	本科
运维工程师	3-5万/月	3-4年经验	本科
系统工程师	0.6-1.2万/月	3-4年经验	大专
赴日PG/系统开发工程师Leader储备	1.6-2.3万/月	无需经验	大专
大数据架构师	2.5-3万/月	5-7年经验	本科
大数据开发工程师	1.5-2万/月	3-4年经验	本科
IC测试工程师	1-2.5万/月	5-7年经验	本科
应用软件开发工程师(J10132)	1-1.8万/月	3-4年经验	本科
集成测试工程师	1.5-2万/月	3-4年经验	本科
嵌入式Linux系统测试工程师	1.5-2万/月	3-4年经验	本科
测试开发工程师	1.5-2万/月	3-4年经验	本科
中高级.NET开发工程师（硕/博士优先）	1.1-2.6万/月	3-4年经验	本科
Software Engineer for AI product	30-40万/年	3-4年经验	本科
C++软件开发工程师	30-40万/年	3-4年经验	本科
2021校园招聘_Software Engineer (AI Lab)	20-40万/年	2年经验	本科
2021校园招聘_Functional Application Engineer	20-40万/年	在校生/应届生	本科
Software Engineer (AI Lab)	20-40万/年	2年经验	本科
应急响应工程师（北京）	0.7-1.2万/月	1年经验	大专
软件测试工程师（路由与安全测试）	1.2-2.4万/月	3-4年经验	本科
漏洞验证工程师(J10081)	1.5-2万/月	无需经验	本科
软件测试工程师（应用安全）	1.2-2.4万/月	3-4年经验	本科
开发运维工程师	0.8-1.5万/月	无需经验	本科
安全分析工程师	0.8-1.5万/月	无需经验	本科
酒店业务培训生(北京)—2021届秋(J20792)	1-1.5万/月	在校生/应届生	本科
酒店业务培训生(北京)—2021届秋(J20792)	1-1.5万/月	在校生/应届生	本科
测试工程师	0.9-1.4万/月	2年经验	本科
运营高级经理/副总监-程序化	2-2.5万/月	5-7年经验	本科
大数据开发工程师	2-2.5万/月	3-4年经验	本科
数据运维工程师	1.8-2.5万/月	3-4年经验	本科
数据库管理工程师	2-2.5万/月	3-4年经验	本科
大数据研发经理	2.5-3万/月	5-7年经验	本科
高级网络工程师	2.5-3万/月	5-7年经验	本科
DBA	1.2-2万/月	3-4年经验	大专
高级数据库工程师	1.5-2万/月	3-4年经验	本科
C++软件工程师	0.8-1.6万/月	2年经验	本科
系统开发工程师	10-15万/年	在校生/应届生	大专
数据分析实习生（在校研究生）	220元/天	在校生/应届生	本科
技术顾问实习生	6-8千/月	在校生/应届生	本科
数据分析实习生（2020届）	6-8千/月	在校生/应届生	本科
